Id,cos_mean,cos_max,wmd_mean,wmd_min
5835,0.861559684662258,1.0,1.7175954751937603,0.0
5836,0.6760110497999822,1.0,1.872484124735776,0.0
5837,0.5064563043579656,0.760236918926239,2.8548386456151564,1.5425937665617369
5839,0.9475811163061544,1.0,1.2915855880707834,0.0
5840,0.7998054102063179,1.0,1.3004720934818426,0.0
5841,0.7338808824618658,0.9197092056274414,1.5147508835101366,0.6244203484853024
5842,0.8550274582470164,1.0,1.1879214356441474,0.0
5843,0.9296319633722305,1.0,1.194670794069186,0.0
5844,0.9092544247122372,0.9864168763160706,1.3576755607169537,0.5641444915170398
5845,0.9211041596200731,0.9699187278747559,0.8272542592486664,0.260139351889052
5846,0.7762091875076294,1.0,0.9311702693774105,0.0
5847,0.722442764043808,1.0,0.9669627015742073,0.0
5848,0.8194115982555291,0.9680015444755554,1.6037692309259861,1.1013461816094416
5849,0.9298441663165303,1.0,1.5325285712065864,0.0
5851,0.9047836148948,1.0,1.823509109250525,0.0
5852,0.8190354071557522,1.0,1.5771787883373016,0.0
5853,0.7705709089835485,1.0,1.7060439905953846,0.0
5854,0.9250581809045637,1.0,1.3698242832771546,0.0
5855,0.8464850875249518,1.0,1.6104367692163604,0.0
5856,0.9251967712975385,1.0,1.3925997495208988,0.0
5858,0.7705709089835485,1.0,1.7060439905953846,0.0
5859,0.7868638277053833,1.0,1.3497215522526038,0.0
5860,0.7380566954612732,1.0,1.1745487955485028,0.0
5861,0.972752183675766,0.9775109887123108,0.642782991218201,0.5867397982363842
5862,0.972752183675766,0.9775109887123108,0.642782991218201,0.5867397982363842
5863,0.9124573024318499,0.9815207123756409,1.2687649807485704,0.5963118433272394
5865,0.9235286841935971,1.0,1.2664466521800983,0.0
5867,0.6731299085764108,0.8598742485046387,2.7727814396871295,1.160497112216102
5868,0.7122806133415205,1.0,1.6865662683049947,0.0
5869,0.9047836148948,1.0,1.823509109250525,0.0
5870,0.912125886632846,0.9806691408157349,1.6567311234213575,0.19706148871432513
5871,0.91257854952262,0.9694700837135315,1.615126926263077,0.47912785887352144
5872,0.912125886632846,0.9806691408157349,1.6567311234213575,0.19706148871432513
5873,0.8531701043248177,0.9853127002716064,2.000053351065,0.5662890896950803
5874,0.7621403386195501,0.945772647857666,1.8250003520914426,1.2190957085783143
5876,0.9234110247343779,1.0,1.4361769062097556,0.0
5877,0.9234110247343779,1.0,1.4361769062097556,0.0
5878,0.7122806133415205,1.0,1.6865662683049947,0.0
5880,0.8944943740702512,0.9906677007675171,1.75959671882671,0.592865017382995
5881,0.7623632363975048,1.0,2.1543466165011482,0.0
5882,0.7506171464920044,1.0,1.4713788906594893,0.0
5883,0.7726145565509797,1.0,1.1429581104674214,0.0
5884,0.9906383156776428,1.0,0.2572713441304263,0.0
5885,0.9365845123926798,0.9554730653762817,0.5126581505775277,0.2118226178026338
5886,0.8749505579471588,1.0,0.27405815930624905,0.0
5887,0.9294733242953525,1.0,1.520755297793281,0.0
5888,0.6538353087093336,1.0,1.8222784887319994,0.0
5889,0.7122806133415205,1.0,1.6865662683049947,0.0
5890,0.8939988056295797,1.0,1.3606912090696344,0.0
5893,0.925167953266817,0.992279589176178,1.107378862452401,0.2996406374264045
5894,0.9332185480743647,1.0,1.2081705492850887,0.0
5895,0.9292398545452777,0.9893198609352112,1.1929471004776513,0.3462303809210132
5896,0.4677021883282007,1.0,3.1663274844097464,0.0
5897,0.8513016152907821,1.0,2.4010557078206136,0.0
5898,0.8919291342882549,1.0,1.9089296221658694,0.0
5899,nan,nan,2.184740811847074,0.0
5900,nan,nan,2.184740811847074,0.0
5901,nan,nan,2.184740811847074,0.0
5902,0.7843672914915726,0.937986433506012,1.9402283135461482,0.40315194053496156
5903,0.7227758191087666,0.8720909357070923,1.649546350597892,0.28523613337397574
5904,0.8438071152743172,0.9169283509254456,1.378295143957103,0.2173224370935661
5905,0.4251956377775615,1.0,2.835507064585013,0.0
5906,0.7592405017095668,1.0,2.235603117685262,0.0
5907,0.8965809494256973,1.0,1.2978457810008857,0.0
5910,0.4677021883282007,1.0,3.1663274844097464,0.0
5911,0.8513016152907821,1.0,2.4010557078206136,0.0
5912,0.8934850131764132,1.0,1.9769010619633405,0.0
5913,0.43017067960122735,0.4894140064716339,3.553247925989922,2.8915522837674854
5915,0.7868614284003653,0.9276201128959656,2.274535261802218,1.2922101448444088
5916,0.7227758191087666,0.8720909357070923,1.649546350597892,0.28523613337397574
5917,0.7227758191087666,0.8720909357070923,1.649546350597892,0.28523613337397574
5918,0.8700497094729934,1.0,1.884202135290852,0.0
5920,0.8836622193004146,1.0,2.537186109724621,0.0
5921,0.8752784683848872,1.0,2.0674481505158284,0.0
5922,0.9125902320329959,1.0,1.6317198973384477,0.0
5923,0.9125902320329959,1.0,1.6317198973384477,0.0
5926,0.755122589568297,0.8568335771560669,3.3178268585099904,2.12996742865938
5929,0.8551452610679348,1.0,2.03103213150847,0.0
5930,0.8731911065000476,1.0,2.3806877464113936,0.0
5931,0.6880445961768811,0.9238662719726562,1.9654455893619582,1.0868785197117967
5933,0.9123173910073745,1.0,1.7638725886175952,0.0
5934,0.8758220443821917,1.0,1.8199629888265956,0.0
5936,0.8814169809673772,1.0,2.2564381203140855,0.0
5937,0.8731911065000476,1.0,2.3806877464113936,0.0
5938,0.8747126925172228,0.9793425798416138,2.361713460239112,0.6149578992382093
5939,0.9125902217168075,1.0,1.6317198973384477,0.0
5940,0.9125902320329959,1.0,1.6317198973384477,0.0
5941,0.9226143328363404,1.0,1.3031152353119273,0.0
5942,0.7122806133415205,1.0,1.6865662683049947,0.0
5943,0.8687811135458001,1.0,1.875222381426991,0.0
5944,0.9244328288032728,1.0,1.43322506218939,0.0
5945,0.8272445266204783,0.9736105799674988,2.2207213096386877,0.6622731399730398
5946,0.9235306303752097,0.9870484471321106,1.4195984401780337,0.2511074045561532
5947,0.8558995649218559,1.0,1.6701965440638915,0.0
5948,0.7864773670832316,0.9540049433708191,1.6286179376906726,0.7046261283851273
5949,0.7989772831400236,1.0,1.6352485056318506,0.0
5950,0.9244328288032728,1.0,1.43322506218939,0.0
5951,0.8687811135458001,1.0,1.875222381426991,0.0
5952,0.8687811135458001,1.0,1.875222381426991,0.0
5954,0.9329753563027171,1.0,1.4750729157590734,0.0
5955,0.6862458201015696,0.8577813506126404,2.811042043202898,1.443907044057983
5956,0.6425228048773373,0.8049074411392212,3.5676308323287564,2.465447514024946
5957,0.7347258861158409,1.0,2.0361808281489973,0.0
5958,0.8404615056865355,0.9679908156394958,2.52368264833492,1.2939882674006893
5960,0.8404615056865355,0.9679908156394958,2.52368264833492,1.2939882674006893
5961,0.9025681010063957,0.987054705619812,1.706558474394703,0.6468256176580759
5962,0.8814112863996449,0.9792420864105225,1.9975940726361718,1.0020874471482308
