Id,language,meaning,ofto_error_count,Spell,Article_a_an_error_count,sva_error_count,RuleRepeatedLinkWords_error_count,Verbform_error_count,noun_error_count,Article_error_count,AdjAdv_error_count,Wordform_error_count,VerbCollocation_error_count,ppl-ref,ppl-ref_pos,ppl-ref_prod,ppl-ref_dep,ppl-prompt,ppl-prompt_pos,ppl-correct,ppl-correct_pos,ppl-correct_prod,ppl-correct_dep,ppl-ge,ppl-ge_pos,ppl-incorrect,ppl-incorrect_pos,ppl-incorrect_prod,ppl-incorrect_dep,maxsim_15_skip,maxsim_30_skip,maxsim_50_skip,maxsim_15_cbw,maxsim_30_cbw,maxsim_50_cbw,lda_sim-min,ngram_match,ngram_match-lem,ngram_unseen-1,ngram_unseen-2,ngram_unseen-3,error_count,parse_score-ratio,length_ratio,length_01,length_unknown,length_unknown-ratio,length_sounds,length_sounds-ratio,prompt_missing,prompt_missing-pct,prompt_DT,prompt_IN,prompt_MD,prompt_NN,prompt_VB
10,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.645709999999998,-5.009301,-15.57027,-27.71105,-3.14775,-3.238261,-24.15294,-3.5043949999999997,-14.7201,-34.82249,-34.83912,-46.023959999999995,-16.7405,-17.58442,-15.31639,-32.2205,0.9966193368389832,0.984028001792716,0.9859059739702024,0.9814731367202106,0.9531012099367556,0.9747725887488624,0.5553500218312478,6.84693877551,7.846938775510001,0.28571428571400004,0.428571428571,1.0,0.0,1.3152949252200001,0.838081010608,1,0.0,0.0,8.0,0.0,2.0,0.4,0.0,0.0,0.0,1.0,0.0
12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.98144,-4.422540000000001,-7.413971000000001,-16.261020000000002,-1.20412,-2.459393,-26.74038,-3.829732,-5.375854,-14.92392,-25.38854,-27.371159999999996,-16.40841,-17.40251,-4.685288,-13.808779999999999,0.8634437850119474,0.7085523866833958,0.6623675290660072,0.8634437850119474,0.7085523866833958,0.6623675290660072,0.33542199464796385,1.0,1.0,0.666666666667,1.0,1.0,2.0,1.7379873477,0.6786219593420001,1,0.0,0.0,2.0,1.0,3.0,0.75,0.0,0.0,0.0,1.0,1.0
16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.380159999999997,-5.200207,-14.982920000000002,-18.86153,-1.80618,-1.80618,-22.804489999999998,-3.196802,-12.2584,-19.89856,-22.568170000000002,-32.03436,-16.39382,-19.72192,-12.644919999999999,-18.41171,0.8167419630357086,0.8557221198346121,0.8495999062682631,0.8169216158123096,0.8558216211496382,0.8497511386127997,0.6940393119444771,2.5,2.5,0.25,0.5,1.0,1.0,2.47084247903,0.9709533391859999,1,0.0,0.0,5.0,0.0,1.0,0.33333333333299997,0.0,0.0,0.0,0.0,0.0
18,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-45.50911,-5.7684050000000004,-14.114139999999999,-27.440890000000003,-3.061193,-6.252807,-30.875090000000004,-7.738223,-12.90979,-39.797129999999996,-38.51109,-50.68716,-20.10839,-22.06709,-13.74339,-36.82343,0.9999417770883606,0.9999094584169256,0.999961139568174,0.9997464381326372,0.99981114022895,0.9998341860611152,0.6852483563737497,7.069306930689999,7.069306930689999,0.25,0.625,1.0,0.0,1.4802047647999999,0.932166172208,1,0.0,0.0,7.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0
23,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-31.56577,-8.588483,-8.907078,-14.679260000000001,-2.028481,-2.063243,-24.021910000000002,-5.488246,-7.832144,-19.89856,-26.38141,-32.03436,-15.464020000000001,-18.960160000000002,-8.828114,-18.41171,0.9259311969304838,0.8925159454499735,0.9104521578649858,0.9256732252313848,0.8921395782333617,0.9089183984649796,0.9285778060569804,3.5,3.5,0.0,0.5,1.0,0.0,1.7635710633200001,0.900713981618,1,0.0,0.0,5.0,0.0,3.0,0.5,1.0,0.0,0.0,0.0,1.0
47,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.03541,-4.097874,-11.80485,-15.522910000000001,-1.426421,-2.848025,-18.390220000000003,-2.931685,-10.3526,-19.89856,-22.18887,-32.03436,-17.11502,-17.89185,-10.57207,-18.41171,0.6480888622174784,0.6572581662470719,0.719542040759196,0.6474461376567704,0.6568417936341977,0.7151995491307239,0.0,1.5,1.5,0.5,1.0,1.0,1.0,1.6868971371200001,0.900713981618,1,0.0,0.0,1.0,4.0,4.0,0.666666666667,1.0,0.0,0.0,1.0,1.0
50,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.66147,-3.745692,-13.830829999999999,-9.902217,-1.426421,-2.848025,-18.03835,-2.7734259999999997,-12.38143,-14.92392,-17.52601,-27.371159999999996,-15.312560000000001,-16.76785,-11.90899,-13.808779999999999,0.6480888622174783,0.6572581662470719,0.7195420407591961,0.6474461376567704,0.6568417936341978,0.7151995491307239,0.0,1.5,1.5,0.33333333333299997,1.0,1.0,0.0,1.294031117,0.675535486213,1,0.0,0.0,4.0,0.0,4.0,0.666666666667,1.0,0.0,0.0,1.0,1.0
57,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.731360000000002,-8.625586,-13.89896,-18.42455,-1.6827470000000002,-1.6827470000000002,-20.327779999999997,-6.5374,-8.26855,-19.89856,-23.22685,-32.03436,-18.96125,-21.3226,-9.59994,-18.41171,0.8592001250707839,0.8192131664184855,0.7670727400560741,0.8591918926928604,0.8191701955957748,0.7670554912318209,0.5123685404797516,5.0,5.0,0.25,0.5,1.0,0.0,1.3830288517200002,0.699754904132,1,0.0,0.0,4.0,1.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0
65,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.11929,-2.5313060000000003,-10.9665,-8.314966,-2.333358,-2.379116,-16.28118,-2.2342150000000003,-10.75141,-14.92392,-16.613229999999998,-27.371159999999996,-13.248779999999998,-16.20499,-11.116769999999999,-13.808779999999999,0.6019864105036387,0.6734182549128158,0.6468831846929871,0.598956247189396,0.667644665309724,0.637626386026434,0.0,1.84615384615,1.84615384615,0.0,0.33333333333299997,1.0,0.0,0.842475640927,0.486343168064,1,0.0,0.0,3.0,1.0,4.0,0.5714285714289999,0.0,1.0,0.0,1.0,1.0
66,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.69304,-7.811964,-9.509841,-25.08335,-2.263144,-5.19263,-26.83209,-6.387398999999999,-11.205810000000001,-29.84785,-35.06405,-41.36076,-21.59759,-21.84916,-12.63413,-27.61757,0.9936365786670732,0.9963631414567546,0.9904280106508356,0.9929882317327716,0.9795132390379634,0.9728411614790348,0.3981119430766471,7.448979591839999,7.448979591839999,0.33333333333299997,0.5,1.0,1.0,1.1708244812200002,0.7134581632439999,1,0.0,0.0,6.0,1.0,2.0,0.4,1.0,0.0,0.0,1.0,0.0
75,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-42.72724,-8.840067999999999,-17.09038,-30.79775,-3.6053349999999997,-3.074175,-23.42574,-7.861363000000001,-14.99424,-34.82249,-29.982709999999997,-46.023959999999995,-25.8689,-21.330189999999998,-14.720460000000001,-32.2205,1.0,0.9999999999999998,1.0,1.0,0.9999999999999998,0.9999999999999998,0.1378577121930419,4.13513513514,4.13513513514,0.28571428571400004,0.5714285714289999,1.0,0.0,1.5984901925900001,1.0576589602500002,1,0.0,0.0,7.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,0.0
87,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-34.5204,-14.691310000000001,-12.17475,-32.19652,-3.182026,-10.18068,-28.21353,-10.86402,-16.415,-34.82249,-35.252359999999996,-46.023959999999995,-20.91893,-23.183239999999998,-16.22464,-32.2205,0.9919103663301352,0.9921354227555046,0.9942083989016128,0.9846053946667934,0.9847454777683516,0.9880159225642838,0.5258024676545194,4.26,5.12,0.14285714285700002,0.428571428571,1.0,0.0,1.7938446274700002,1.04177958646,1,0.0,0.0,6.0,1.0,3.0,0.375,0.0,0.0,1.0,0.0,1.0
116,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.281290000000006,-7.346252000000001,-11.55546,-25.12519,-2.283301,-2.635484,-21.285729999999997,-5.34249,-8.271992,-24.8732,-31.150470000000002,-36.697559999999996,-21.55245,-19.87431,-9.185871,-23.01464,1.0000000000000002,1.0000000000000004,0.9999999999999998,1.0000000000000002,1.0000000000000002,1.0,0.18596159831081546,3.0,3.33333333333,0.2,0.6,1.0,0.0,2.76292842872,1.17629928746,1,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.80745,-10.00517,-12.52777,-19.27526,-2.440661,-2.8208729999999997,-22.14986,-8.433482000000001,-11.7709,-19.89856,-23.53513,-32.03436,-16.79749,-20.27358,-11.63679,-18.41171,0.8341120570616503,0.7491457200752841,0.7503452171802764,0.8333549351867946,0.7479601528814354,0.7463220347410245,0.0,2.5,2.5,0.25,0.75,1.0,0.0,1.72846983458,0.900713981618,1,0.0,0.0,4.0,1.0,3.0,0.5,0.0,0.0,0.0,0.0,1.0
140,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.164279999999998,-3.8847629999999995,-5.041980000000001,-11.241389999999999,-1.426421,-1.7274509999999998,-21.64645,-3.1768509999999996,-4.1028519999999995,-9.949282,-19.13537,-22.70797,-16.476329999999997,-16.57099,-4.731046,-9.205855999999999,0.7115949023452718,0.7430828211944769,0.6572045868558796,0.7110953106628192,0.7425391894516272,0.6555088571444507,0.028462770284996487,1.0,1.0,0.5,1.0,1.0,1.0,0.8449609965420001,0.450356990809,1,0.0,0.0,4.0,0.0,5.0,0.833333333333,1.0,0.0,0.0,1.0,1.0
141,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-33.159259999999996,-9.967955,-7.715111,-22.482779999999998,-1.7274509999999998,-1.8066330000000002,-28.54771,-7.776508,-6.580019999999999,-19.89856,-28.461090000000002,-32.03436,-17.718410000000002,-18.96501,-6.287587,-18.41171,1.0000000000000004,1.0000000000000002,1.0,1.0000000000000002,1.0,0.9999999999999998,0.8304216390559592,2.0,2.0,0.5,0.75,1.0,1.0,1.5180738154799998,0.900713981618,1,0.0,0.0,6.0,0.0,5.0,0.833333333333,1.0,0.0,0.0,1.0,1.0
142,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.83006,-3.8330050000000004,-7.559773,-16.47542,-2.902013,-1.9523119999999998,-17.43771,-2.9216860000000002,-7.316639,-24.8732,-28.823940000000004,-36.697559999999996,-14.901329999999998,-16.82266,-7.905216,-23.01464,0.997471427699286,0.9946250899374744,0.993708794779947,0.9939347580138524,0.9906860587366968,0.9917519313129068,0.560450329148342,7.0,7.0,0.2,0.6,1.0,0.0,0.984053268686,0.597709437656,1,0.0,0.0,5.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0
165,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.57276,-3.910561,-17.00079,-16.4838,-5.28908,-3.647734,-19.41303,-4.853473999999999,-17.42353,-34.82249,-33.10533,-46.023959999999995,-15.81205,-19.943279999999998,-17.33894,-32.2205,0.9998634260329076,0.9999381416081922,0.9999645804813372,0.9998871951204588,0.9999463669869908,0.9999711442187568,0.0,2.4900990099,4.4900990099,0.28571428571400004,0.714285714286,1.0,0.0,1.50523460428,0.816966131484,1,0.0,0.0,7.0,1.0,3.0,0.6,0.0,0.0,0.0,1.0,0.0
169,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-30.00887,-13.0221,-16.19949,-28.96762,-8.487883,-9.658311,-22.88601,-6.819477,-15.405870000000002,-34.82249,-33.6476,-43.54207,-17.279410000000002,-19.58276,-14.6062,-32.2205,0.8774619342929648,0.8888447674824989,0.923781737799667,0.8775499934684969,0.8887575981285321,0.9237024757712028,0.9937499244365209,13.333333333299999,13.333333333299999,0.0,0.28571428571400004,1.0,0.0,1.3000421647799998,0.625105180864,1,0.0,0.0,7.0,1.0,3.0,0.33333333333299997,0.0,1.0,0.0,0.0,1.0
170,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.023840000000003,-14.72216,-17.32668,-29.98603,-8.818876,-10.08061,-21.29723,-6.246762,-17.33863,-39.797129999999996,-33.89397,-48.20527,-16.85954,-19.78649,-16.07116,-36.82343,0.9252869498441174,0.9116028552594492,0.9368667077410744,0.9251479861762956,0.9110489275115286,0.9365806917587672,0.9911478630946908,14.666666666700001,14.666666666700001,0.0,0.25,1.0,0.0,1.49018830523,0.7144059209870001,1,0.0,0.0,9.0,0.0,2.0,0.222222222222,0.0,0.0,0.0,0.0,1.0
183,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.7794,-5.877875,-18.94465,-28.868959999999998,-21.26991,-21.91301,-24.19714,-4.408622,-16.99381,-34.82249,-27.92972,-43.95268,-15.51131,-19.46742,-16.58772,-32.2205,0.7813877239416528,0.8218368530778145,0.8794134774119535,0.7818192248896308,0.8084041753878142,0.8693550608386658,0.1247641423544038,4.84,4.84,0.28571428571400004,0.714285714286,1.0,0.0,1.8444941112400002,1.11845392246,1,0.0,0.0,6.0,1.0,2.0,0.28571428571400004,0.0,0.0,1.0,0.0,1.0
187,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-31.90307,-5.146255,-9.131722,-20.299960000000002,-3.042721,-2.1301900000000002,-26.64385,-3.3496650000000003,-7.875435,-24.8732,-29.44882,-36.697559999999996,-15.71389,-19.36294,-9.015525,-23.01464,0.9259311969304838,0.8925159454499734,0.9104521578649858,0.9256732252313846,0.892139578233362,0.9089183984649796,0.8328830268136552,3.5,5.75,0.2,0.6,1.0,0.0,2.05352521281,1.12589247702,1,0.0,0.0,5.0,1.0,3.0,0.5,1.0,0.0,0.0,0.0,1.0
